line_number,timestamp,hostname,service,event_type,severity,source_ip,username,raw
1224,Jul 10 16:33:05,combo,sshd(pam_unix),Auth Failure,HIGH,211.214.161.141,root,Jul 10 16:33:05 combo sshd(pam_unix)[30743]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
1225,Jul 10 16:33:05,combo,sshd(pam_unix),Auth Failure,HIGH,211.214.161.141,root,Jul 10 16:33:05 combo sshd(pam_unix)[30726]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
1226,Jul 11 03:46:14,combo,sshd(pam_unix),Auth Failure,HIGH,82.77.200.128,root,Jul 11 03:46:14 combo sshd(pam_unix)[31851]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
1227,Jul 11 03:46:15,combo,sshd(pam_unix),Auth Failure,HIGH,82.77.200.128,root,Jul 11 03:46:15 combo sshd(pam_unix)[31848]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
1228,Jul 11 03:46:15,combo,sshd(pam_unix),Auth Failure,HIGH,82.77.200.128,root,Jul 11 03:46:15 combo sshd(pam_unix)[31850]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
1229,Jul 11 03:46:15,combo,sshd(pam_unix),Auth Failure,HIGH,82.77.200.128,root,Jul 11 03:46:15 combo sshd(pam_unix)[31861]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
1230,Jul 11 03:46:15,combo,sshd(pam_unix),Auth Failure,HIGH,82.77.200.128,root,Jul 11 03:46:15 combo sshd(pam_unix)[31854]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
1231,Jul 11 03:46:15,combo,sshd(pam_unix),Auth Failure,HIGH,82.77.200.128,root,Jul 11 03:46:15 combo sshd(pam_unix)[31853]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
1232,Jul 11 03:46:16,combo,sshd(pam_unix),Auth Failure,HIGH,82.77.200.128,root,Jul 11 03:46:16 combo sshd(pam_unix)[31862]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
1233,Jul 11 03:46:17,combo,sshd(pam_unix),Auth Failure,HIGH,82.77.200.128,root,Jul 11 03:46:17 combo sshd(pam_unix)[31855]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
1234,Jul 11 03:46:17,combo,sshd(pam_unix),Auth Failure,HIGH,82.77.200.128,root,Jul 11 03:46:17 combo sshd(pam_unix)[31852]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
1235,Jul 11 03:46:19,combo,sshd(pam_unix),Auth Failure,HIGH,82.77.200.128,root,Jul 11 03:46:19 combo sshd(pam_unix)[31860]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
1236,Jul 11 04:03:03,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 11 04:03:03 combo su(pam_unix)[32237]: session opened for user cyrus by (uid=0)
1237,Jul 11 04:03:04,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 11 04:03:04 combo su(pam_unix)[32237]: session closed for user cyrus
1239,Jul 11 04:08:37,combo,su(pam_unix),Session Opened,INFO,,news,Jul 11 04:08:37 combo su(pam_unix)[32608]: session opened for user news by (uid=0)
1240,Jul 11 04:08:38,combo,su(pam_unix),Session Closed,INFO,,news,Jul 11 04:08:38 combo su(pam_unix)[32608]: session closed for user news
1241,Jul 11 11:33:13,combo,gdm(pam_unix),Unknown User,MEDIUM,,,Jul 11 11:33:13 combo gdm(pam_unix)[2803]: check pass; user unknown
1244,Jul 11 17:58:16,combo,sshd(pam_unix),Auth Failure,HIGH,211.137.205.253,root,Jul 11 17:58:16 combo sshd(pam_unix)[1325]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
1245,Jul 11 17:58:16,combo,sshd(pam_unix),Auth Failure,HIGH,211.137.205.253,root,Jul 11 17:58:16 combo sshd(pam_unix)[1329]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
1246,Jul 11 17:58:16,combo,sshd(pam_unix),Auth Failure,HIGH,211.137.205.253,root,Jul 11 17:58:16 combo sshd(pam_unix)[1327]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
1247,Jul 11 17:58:19,combo,sshd(pam_unix),Auth Failure,HIGH,211.137.205.253,root,Jul 11 17:58:19 combo sshd(pam_unix)[1331]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
1248,Jul 11 17:58:20,combo,sshd(pam_unix),Auth Failure,HIGH,211.137.205.253,root,Jul 11 17:58:20 combo sshd(pam_unix)[1333]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
1249,Jul 11 17:58:21,combo,sshd(pam_unix),Auth Failure,HIGH,211.137.205.253,root,Jul 11 17:58:21 combo sshd(pam_unix)[1335]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
1250,Jul 11 17:58:21,combo,sshd(pam_unix),Auth Failure,HIGH,211.137.205.253,root,Jul 11 17:58:21 combo sshd(pam_unix)[1337]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
1251,Jul 11 17:58:21,combo,sshd(pam_unix),Auth Failure,HIGH,211.137.205.253,root,Jul 11 17:58:21 combo sshd(pam_unix)[1338]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
1252,Jul 11 17:58:22,combo,sshd(pam_unix),Auth Failure,HIGH,211.137.205.253,root,Jul 11 17:58:22 combo sshd(pam_unix)[1341]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
1253,Jul 11 17:58:23,combo,sshd(pam_unix),Auth Failure,HIGH,211.137.205.253,root,Jul 11 17:58:23 combo sshd(pam_unix)[1343]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
1254,Jul 12 04:03:40,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 12 04:03:40 combo su(pam_unix)[2605]: session opened for user cyrus by (uid=0)
1255,Jul 12 04:03:41,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 12 04:03:41 combo su(pam_unix)[2605]: session closed for user cyrus
1257,Jul 12 04:09:49,combo,su(pam_unix),Session Opened,INFO,,news,Jul 12 04:09:49 combo su(pam_unix)[3833]: session opened for user news by (uid=0)
1258,Jul 12 04:09:50,combo,su(pam_unix),Session Closed,INFO,,news,Jul 12 04:09:50 combo su(pam_unix)[3833]: session closed for user news
1259,Jul 12 06:09:43,combo,sshd(pam_unix),Auth Failure,HIGH,68.143.156.89.nw.nuvox.net,root,Jul 12 06:09:43 combo sshd(pam_unix)[4048]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root
1260,Jul 12 06:09:44,combo,sshd(pam_unix),Auth Failure,HIGH,68.143.156.89.nw.nuvox.net,root,Jul 12 06:09:44 combo sshd(pam_unix)[4053]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root
1261,Jul 12 06:09:44,combo,sshd(pam_unix),Auth Failure,HIGH,68.143.156.89.nw.nuvox.net,root,Jul 12 06:09:44 combo sshd(pam_unix)[4052]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root
1262,Jul 12 06:09:44,combo,sshd(pam_unix),Auth Failure,HIGH,68.143.156.89.nw.nuvox.net,root,Jul 12 06:09:44 combo sshd(pam_unix)[4054]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root
1263,Jul 12 06:09:44,combo,sshd(pam_unix),Auth Failure,HIGH,68.143.156.89.nw.nuvox.net,root,Jul 12 06:09:44 combo sshd(pam_unix)[4050]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root
1264,Jul 12 06:09:44,combo,sshd(pam_unix),Auth Failure,HIGH,68.143.156.89.nw.nuvox.net,root,Jul 12 06:09:44 combo sshd(pam_unix)[4061]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root
1265,Jul 12 06:09:44,combo,sshd(pam_unix),Auth Failure,HIGH,68.143.156.89.nw.nuvox.net,root,Jul 12 06:09:44 combo sshd(pam_unix)[4064]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root
1266,Jul 12 06:09:45,combo,sshd(pam_unix),Auth Failure,HIGH,68.143.156.89.nw.nuvox.net,root,Jul 12 06:09:45 combo sshd(pam_unix)[4058]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root
1267,Jul 12 06:09:45,combo,sshd(pam_unix),Auth Failure,HIGH,68.143.156.89.nw.nuvox.net,root,Jul 12 06:09:45 combo sshd(pam_unix)[4059]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root
1268,Jul 12 06:09:45,combo,sshd(pam_unix),Auth Failure,HIGH,68.143.156.89.nw.nuvox.net,root,Jul 12 06:09:45 combo sshd(pam_unix)[4065]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root
1269,Jul 13 04:04:44,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 13 04:04:44 combo su(pam_unix)[6486]: session opened for user cyrus by (uid=0)
1270,Jul 13 04:04:45,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 13 04:04:45 combo su(pam_unix)[6486]: session closed for user cyrus
1272,Jul 13 04:10:41,combo,su(pam_unix),Session Opened,INFO,,news,Jul 13 04:10:41 combo su(pam_unix)[6863]: session opened for user news by (uid=0)
1273,Jul 13 04:10:41,combo,su(pam_unix),Session Closed,INFO,,news,Jul 13 04:10:41 combo su(pam_unix)[6863]: session closed for user news
1274,Jul 13 17:22:28,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul 13 17:22:28 combo sshd(pam_unix)[8113]: session opened for user test by (uid=509)
1275,Jul 13 17:22:28,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul 13 17:22:28 combo sshd(pam_unix)[8114]: session opened for user test by (uid=509)
1276,Jul 13 17:22:29,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul 13 17:22:29 combo sshd(pam_unix)[8113]: session closed for user test
1277,Jul 13 17:22:29,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul 13 17:22:29 combo sshd(pam_unix)[8114]: session closed for user test
1278,Jul 13 17:22:29,combo,sshd(pam_unix),Session Opened,INFO,,test,Jul 13 17:22:29 combo sshd(pam_unix)[8117]: session opened for user test by (uid=509)
1279,Jul 13 17:22:29,combo,sshd(pam_unix),Session Closed,INFO,,test,Jul 13 17:22:29 combo sshd(pam_unix)[8117]: session closed for user test
1280,Jul 14 04:08:24,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 14 04:08:24 combo su(pam_unix)[9355]: session opened for user cyrus by (uid=0)
1281,Jul 14 04:08:25,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 14 04:08:25 combo su(pam_unix)[9355]: session closed for user cyrus
1283,Jul 14 04:14:38,combo,su(pam_unix),Session Opened,INFO,,news,Jul 14 04:14:38 combo su(pam_unix)[10583]: session opened for user news by (uid=0)
1284,Jul 14 04:14:39,combo,su(pam_unix),Session Closed,INFO,,news,Jul 14 04:14:39 combo su(pam_unix)[10583]: session closed for user news
1285,Jul 14 14:59:42,combo,sshd(pam_unix),Auth Failure,HIGH,202-132-40-29.adsl.ttn.net,root,Jul 14 14:59:42 combo sshd(pam_unix)[11706]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root
1286,Jul 14 14:59:56,combo,sshd(pam_unix),Auth Failure,HIGH,202-132-40-29.adsl.ttn.net,root,Jul 14 14:59:56 combo sshd(pam_unix)[11708]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root
1287,Jul 14 15:00:09,combo,sshd(pam_unix),Auth Failure,HIGH,202-132-40-29.adsl.ttn.net,root,Jul 14 15:00:09 combo sshd(pam_unix)[11710]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root
1288,Jul 14 15:00:22,combo,sshd(pam_unix),Auth Failure,HIGH,202-132-40-29.adsl.ttn.net,root,Jul 14 15:00:22 combo sshd(pam_unix)[11719]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root
1289,Jul 14 15:00:36,combo,sshd(pam_unix),Auth Failure,HIGH,202-132-40-29.adsl.ttn.net,root,Jul 14 15:00:36 combo sshd(pam_unix)[11721]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root
1290,Jul 14 15:00:49,combo,sshd(pam_unix),Auth Failure,HIGH,202-132-40-29.adsl.ttn.net,root,Jul 14 15:00:49 combo sshd(pam_unix)[11723]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root
1291,Jul 14 15:01:03,combo,sshd(pam_unix),Auth Failure,HIGH,202-132-40-29.adsl.ttn.net,root,Jul 14 15:01:03 combo sshd(pam_unix)[11725]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root
1292,Jul 14 15:01:16,combo,sshd(pam_unix),Auth Failure,HIGH,202-132-40-29.adsl.ttn.net,root,Jul 14 15:01:16 combo sshd(pam_unix)[11741]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root
1293,Jul 15 01:03:48,combo,sshd(pam_unix),Auth Failure,HIGH,c51471f2c.cable.wanadoo.nl,root,Jul 15 01:03:48 combo sshd(pam_unix)[12632]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root
1294,Jul 15 01:03:48,combo,sshd(pam_unix),Auth Failure,HIGH,c51471f2c.cable.wanadoo.nl,root,Jul 15 01:03:48 combo sshd(pam_unix)[12628]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root
1295,Jul 15 01:03:48,combo,sshd(pam_unix),Auth Failure,HIGH,c51471f2c.cable.wanadoo.nl,root,Jul 15 01:03:48 combo sshd(pam_unix)[12631]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root
1296,Jul 15 01:03:48,combo,sshd(pam_unix),Auth Failure,HIGH,c51471f2c.cable.wanadoo.nl,root,Jul 15 01:03:48 combo sshd(pam_unix)[12627]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root
1297,Jul 15 01:03:48,combo,sshd(pam_unix),Auth Failure,HIGH,c51471f2c.cable.wanadoo.nl,root,Jul 15 01:03:48 combo sshd(pam_unix)[12629]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root
1298,Jul 15 01:03:48,combo,sshd(pam_unix),Auth Failure,HIGH,c51471f2c.cable.wanadoo.nl,root,Jul 15 01:03:48 combo sshd(pam_unix)[12630]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root
1299,Jul 15 01:03:49,combo,sshd(pam_unix),Auth Failure,HIGH,c51471f2c.cable.wanadoo.nl,root,Jul 15 01:03:49 combo sshd(pam_unix)[12643]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root
1300,Jul 15 01:03:49,combo,sshd(pam_unix),Auth Failure,HIGH,c51471f2c.cable.wanadoo.nl,root,Jul 15 01:03:49 combo sshd(pam_unix)[12645]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root
1301,Jul 15 01:03:50,combo,sshd(pam_unix),Auth Failure,HIGH,c51471f2c.cable.wanadoo.nl,root,Jul 15 01:03:50 combo sshd(pam_unix)[12639]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root
1302,Jul 15 01:03:50,combo,sshd(pam_unix),Auth Failure,HIGH,c51471f2c.cable.wanadoo.nl,root,Jul 15 01:03:50 combo sshd(pam_unix)[12640]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root
1303,Jul 15 04:05:02,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 15 04:05:02 combo su(pam_unix)[13238]: session opened for user cyrus by (uid=0)
1304,Jul 15 04:05:02,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 15 04:05:02 combo su(pam_unix)[13238]: session closed for user cyrus
1306,Jul 15 04:10:45,combo,su(pam_unix),Session Opened,INFO,,news,Jul 15 04:10:45 combo su(pam_unix)[13611]: session opened for user news by (uid=0)
1307,Jul 15 04:10:46,combo,su(pam_unix),Session Closed,INFO,,news,Jul 15 04:10:46 combo su(pam_unix)[13611]: session closed for user news
1330,Jul 16 04:07:32,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 16 04:07:32 combo su(pam_unix)[16058]: session opened for user cyrus by (uid=0)
1331,Jul 16 04:07:33,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 16 04:07:33 combo su(pam_unix)[16058]: session closed for user cyrus
1333,Jul 16 04:13:59,combo,su(pam_unix),Session Opened,INFO,,news,Jul 16 04:13:59 combo su(pam_unix)[17286]: session opened for user news by (uid=0)
1334,Jul 16 04:14:00,combo,su(pam_unix),Session Closed,INFO,,news,Jul 16 04:14:00 combo su(pam_unix)[17286]: session closed for user news
1360,Jul 17 04:08:08,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 17 04:08:08 combo su(pam_unix)[19686]: session opened for user cyrus by (uid=0)
1361,Jul 17 04:08:09,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 17 04:08:09 combo su(pam_unix)[19686]: session closed for user cyrus
1366,Jul 17 04:13:57,combo,su(pam_unix),Session Opened,INFO,,news,Jul 17 04:13:57 combo su(pam_unix)[20282]: session opened for user news by (uid=0)
1367,Jul 17 04:13:58,combo,su(pam_unix),Session Closed,INFO,,news,Jul 17 04:13:58 combo su(pam_unix)[20282]: session closed for user news
1430,Jul 17 10:45:07,combo,sshd(pam_unix),Auth Failure,HIGH,61-220-159-99.hinet-ip.hinet.net,root,Jul 17 10:45:07 combo sshd(pam_unix)[24031]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61-220-159-99.hinet-ip.hinet.net  user=root
1431,Jul 17 10:45:07,combo,sshd(pam_unix),Auth Failure,HIGH,61-220-159-99.hinet-ip.hinet.net,root,Jul 17 10:45:07 combo sshd(pam_unix)[24033]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61-220-159-99.hinet-ip.hinet.net  user=root
1432,Jul 17 10:45:07,combo,sshd(pam_unix),Auth Failure,HIGH,61-220-159-99.hinet-ip.hinet.net,root,Jul 17 10:45:07 combo sshd(pam_unix)[24030]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61-220-159-99.hinet-ip.hinet.net  user=root
1569,Jul 18 04:03:24,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 18 04:03:24 combo su(pam_unix)[26046]: session opened for user cyrus by (uid=0)
1570,Jul 18 04:03:24,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 18 04:03:24 combo su(pam_unix)[26046]: session closed for user cyrus
1572,Jul 18 04:09:29,combo,su(pam_unix),Session Opened,INFO,,news,Jul 18 04:09:29 combo su(pam_unix)[27272]: session opened for user news by (uid=0)
1573,Jul 18 04:09:30,combo,su(pam_unix),Session Closed,INFO,,news,Jul 18 04:09:30 combo su(pam_unix)[27272]: session closed for user news
1574,Jul 18 23:01:25,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 18 23:01:25 combo sshd(pam_unix)[28975]: check pass; user unknown
1575,Jul 18 23:01:25,combo,sshd(pam_unix),Auth Failure,HIGH,211-76-104-65.ebix.net.tw,,Jul 18 23:01:25 combo sshd(pam_unix)[28975]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw
1576,Jul 18 23:01:25,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 18 23:01:25 combo sshd(pam_unix)[28977]: check pass; user unknown
1577,Jul 18 23:01:25,combo,sshd(pam_unix),Auth Failure,HIGH,211-76-104-65.ebix.net.tw,,Jul 18 23:01:25 combo sshd(pam_unix)[28977]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw
1578,Jul 18 23:01:25,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 18 23:01:25 combo sshd(pam_unix)[28980]: check pass; user unknown
1579,Jul 18 23:01:25,combo,sshd(pam_unix),Auth Failure,HIGH,211-76-104-65.ebix.net.tw,,Jul 18 23:01:25 combo sshd(pam_unix)[28980]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw
1580,Jul 18 23:01:25,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 18 23:01:25 combo sshd(pam_unix)[28978]: check pass; user unknown
1581,Jul 18 23:01:25,combo,sshd(pam_unix),Auth Failure,HIGH,211-76-104-65.ebix.net.tw,,Jul 18 23:01:25 combo sshd(pam_unix)[28978]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw
1582,Jul 18 23:01:26,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 18 23:01:26 combo sshd(pam_unix)[28983]: check pass; user unknown
1583,Jul 18 23:01:26,combo,sshd(pam_unix),Auth Failure,HIGH,211-76-104-65.ebix.net.tw,,Jul 18 23:01:26 combo sshd(pam_unix)[28983]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw
1584,Jul 18 23:01:27,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 18 23:01:27 combo sshd(pam_unix)[28986]: check pass; user unknown
1585,Jul 18 23:01:27,combo,sshd(pam_unix),Auth Failure,HIGH,211-76-104-65.ebix.net.tw,,Jul 18 23:01:27 combo sshd(pam_unix)[28986]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw
1586,Jul 18 23:01:27,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 18 23:01:27 combo sshd(pam_unix)[28985]: check pass; user unknown
1587,Jul 18 23:01:27,combo,sshd(pam_unix),Auth Failure,HIGH,211-76-104-65.ebix.net.tw,,Jul 18 23:01:27 combo sshd(pam_unix)[28985]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw
1588,Jul 18 23:01:27,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 18 23:01:27 combo sshd(pam_unix)[28987]: check pass; user unknown
1589,Jul 18 23:01:27,combo,sshd(pam_unix),Auth Failure,HIGH,211-76-104-65.ebix.net.tw,,Jul 18 23:01:27 combo sshd(pam_unix)[28987]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw
1590,Jul 18 23:01:27,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 18 23:01:27 combo sshd(pam_unix)[28988]: check pass; user unknown
1591,Jul 18 23:01:27,combo,sshd(pam_unix),Auth Failure,HIGH,211-76-104-65.ebix.net.tw,,Jul 18 23:01:27 combo sshd(pam_unix)[28988]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw
1592,Jul 18 23:01:27,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 18 23:01:27 combo sshd(pam_unix)[28991]: check pass; user unknown
1593,Jul 18 23:01:27,combo,sshd(pam_unix),Auth Failure,HIGH,211-76-104-65.ebix.net.tw,,Jul 18 23:01:27 combo sshd(pam_unix)[28991]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw
1594,Jul 19 04:03:43,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 19 04:03:43 combo su(pam_unix)[29758]: session opened for user cyrus by (uid=0)
1595,Jul 19 04:03:44,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 19 04:03:44 combo su(pam_unix)[29758]: session closed for user cyrus
1597,Jul 19 04:09:28,combo,su(pam_unix),Session Opened,INFO,,news,Jul 19 04:09:28 combo su(pam_unix)[30128]: session opened for user news by (uid=0)
1598,Jul 19 04:09:29,combo,su(pam_unix),Session Closed,INFO,,news,Jul 19 04:09:29 combo su(pam_unix)[30128]: session closed for user news
1599,Jul 19 07:35:41,combo,sshd(pam_unix),Auth Failure,HIGH,202.181.236.180,root,Jul 19 07:35:41 combo sshd(pam_unix)[30500]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.181.236.180  user=root
1600,Jul 19 07:35:41,combo,sshd(pam_unix),Auth Failure,HIGH,202.181.236.180,root,Jul 19 07:35:41 combo sshd(pam_unix)[30510]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.181.236.180  user=root
1601,Jul 19 07:35:41,combo,sshd(pam_unix),Auth Failure,HIGH,202.181.236.180,root,Jul 19 07:35:41 combo sshd(pam_unix)[30499]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.181.236.180  user=root
1602,Jul 19 07:35:41,combo,sshd(pam_unix),Auth Failure,HIGH,202.181.236.180,root,Jul 19 07:35:41 combo sshd(pam_unix)[30503]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.181.236.180  user=root
1603,Jul 19 07:35:41,combo,sshd(pam_unix),Auth Failure,HIGH,202.181.236.180,root,Jul 19 07:35:41 combo sshd(pam_unix)[30505]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.181.236.180  user=root
1604,Jul 19 07:35:41,combo,sshd(pam_unix),Auth Failure,HIGH,202.181.236.180,root,Jul 19 07:35:41 combo sshd(pam_unix)[30501]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.181.236.180  user=root
1605,Jul 19 07:35:41,combo,sshd(pam_unix),Auth Failure,HIGH,202.181.236.180,root,Jul 19 07:35:41 combo sshd(pam_unix)[30504]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.181.236.180  user=root
